阿伦方差,a'lun'fang'cha
裸燕麦,luo'yan'mai
落叶果树,luo'ye'guo'shu
落羽松,luo'yu'song
铝板材,lv'ban'cai
铝板网,lv'ban'wang
绿板岩,lv'ban'yan
铝包电缆,lv'bao'dian'lan
铝并沟线夹,lv'bing'gou'xian'jia
滤池冲洗水量,lv'chi'chong'xi'shui'liang
滤池配水系统,lv'chi'pei'shui'xi'tong
履带拖拉机,lv'dai'tuo'la'ji
氯丁,lv'ding
吕发展,lv'fa'zhan
铝合金框,lv'he'jin'kuang
铝合金龙骨,lv'he'jin'long'gu
铝合金纱扇,lv'he'jin'sha'shan
铝合金网扇,lv'he'jin'wang'shan
铝合金消防箱,lv'he'jin'xiao'fang'xiang
铝合金型材,lv'he'jin'xing'cai
绿化成绩,lv'hua'cheng'ji
绿化带宽度,lv'hua'dai'kuan'du
绿化区域,lv'hua'qu'yu
绿化沙地,lv'hua'sha'di
绿化先进单位,lv'hua'xian'jin'dan'wei
绿化用水,lv'hua'yong'shui
绿化运动,lv'hua'yun'dong
绿化祖国,lv'hua'zu'guo
铝及铝锭,lv'ji'lv'ding
吕佳思,lv'jia'si
铝接续管,lv'jie'xu'guan
绿金钻,lv'jin'zuan
铝空气电池,lv'kong'qi'dian'chi
铝框,lv'kuang
铝框复合木,lv'kuang'fu'he'mu
绿篱修剪机,lv'li'xiu'jian'ji
氯离子含量,lv'li'zi'han'liang
滤料,lv'liao
绿梅,lv'mei
铝镍钴永磁体,lv'nie'gu'yong'ci'ti
绿皮番瓜,lv'pi'fan'gua
率失真函数,lv'shi'zhen'han'shu
率失真理论,lv'shi'zhen'li'lun
滤速,lv'su
铝塑板安装,lv'su'ban'an'zhuang
铝塑管铜配件,lv'su'guan'tong'pei'jian
铝塑料,lv'su'liao
铝酸钇激光器,lv'suan'yi'ji'guang'qi
滤体,lv'ti
驴蹄草,lv'ti'cao
铝芯,lv'xin
铝芯橡皮线,lv'xin'xiang'pi'xian
绿星钻,lv'xing'zuan
吕燕,lv'yan
旅游壶,lv'you'hu
旅游帐篷,lv'you'zhang'peng
绿玉石,lv'yu'shi
铝桌,lv'zhuo
马鞭草科,ma'bian'cao'ke
马道,ma'dao
马兜铃科,ma'dou'ling'ke
马恩列斯,ma'en'lie'si
码分多址,ma'fen'duo'zhi
码分复用,ma'fen'fu'yong
马蜂橙,ma'feng'cheng
麻箍,ma'gu
麻黄科,ma'huang'ke
码间干扰,ma'jian'gan'rao
马兰戈尼数,ma'lan'ge'ni'shu
麻类作物,ma'lei'zuo'wu
马利筋,ma'li'jin
麻楝,ma'lian
马铃薯挖掘机,ma'ling'shu'wa'jue'ji
马络葵,ma'luo'kui
玛瑙石榴,ma'nao'shi'liu
马尼拉草皮,ma'ni'la'cao'pi
马赛红,ma'sai'hong
马赛克,ma'sai'ke
码生成器,ma'sheng'cheng'qi
码树,ma'shu
马蹄,ma'ti
马蹄纹天竺葵,ma'ti'wen'tian'zhu'kui
马蹄形螺栓,ma'ti'xing'luo'shuan
马蹄脂,ma'ti'zhi
马桶,ma'tong
马牙槎,ma'ya'cha
马眼树,ma'yan'shu
马眼树瘤,ma'yan'shu'liu
麻叶绣线菊,ma'ye'xiu'xian'ju
蚂蚁危机,ma'yi'wei'ji
马缨杜鹃,ma'ying'du'juan
码元同步,ma'yuan'tong'bu
蚂蚱腿子,ma'zha'tui'zi
马占相思,ma'zhan'xiang'si
码字同步,ma'zi'tong'bu
码组,ma'zu
脉搏描记术,mai'bo'miao'ji'shu
脉冲澄清池,mai'chong'cheng'qing'chi
脉冲充电,mai'chong'chong'dian
脉冲串,mai'chong'chuan
脉冲磁控管,mai'chong'ci'kong'guan
脉冲电解,mai'chong'dian'jie
脉冲电容器,mai'chong'dian'rong'qi
脉冲激光器,mai'chong'ji'guang'qi
脉冲尖峰,mai'chong'jian'feng
脉冲雷达,mai'chong'lei'da
脉冲试验,mai'chong'shi'yan
脉冲压缩雷达,mai'chong'ya'suo'lei'da
脉动场磁控管,mai'dong'chang'ci'kong'guan
麦杆菊,mai'gan'ju
麦格利,mai'ge'li
麦格利木,mai'ge'li'mu
麦格利贴面板,mai'ge'li'tie'mian'ban
埋件,mai'jian
买空卖空,mai'kong'mai'kong
脉码调制遥测,mai'ma'tiao'zhi'yao'ce
埋入长度,mai'ru'chang'du
埋入式,mai'ru'shi
麦仙翁,mai'xian'weng
脉相系统,mai'xiang'xi'tong
脉压接收机,mai'ya'jie'shou'ji
埋置式桥台,mai'zhi'shi'qiao'tai
慢波比,man'bo'bi
慢波结构,man'bo'jie'gou
慢波线,man'bo'xian
蔓长春花,man'chang'chun'hua
慢栱,man'gong
漫灌,man'guan
漫射灯,man'she'deng
满水桥,man'shui'qiao
慢速车道,man'su'che'dao
慢性辐照,man'xing'fu'zhao
慢性伤害,man'xing'shang'hai
芒果,mang'guo
盲均衡,mang'jun'heng
盲速,mang'su
盲相,mang'xiang
茅菜,mao'cai
毛刺槐,mao'ci'huai
猫道,mao'dao
铆钉,mao'ding
锚碇,mao'ding
锚定板挡土墙,mao'ding'ban'dang'tu'qiang
锚碇板式桥台,mao'ding'ban'shi'qiao'tai
毛丁香,mao'ding'xiang
毛洞,mao'dong
锚杆,mao'gan
锚杆式挡土墙,mao'gan'shi'dang'tu'qiang
锚固,mao'gu
锚固安装,mao'gu'an'zhuang
锚固长度,mao'gu'chang'du
锚固螺栓,mao'gu'luo'shuan
毛管传导度,mao'guan'chuan'dao'du
毛管上限,mao'guan'shang'xian
毛管势,mao'guan'shi
毛管水,mao'guan'shui
毛果巴豆,mao'guo'ba'dou
毛果苦木,mao'guo'ku'mu
毛果绣线菊,mao'guo'xiu'xian'ju
毛黄栌,mao'huang'lu
毛接骨木,mao'jie'gu'mu
锚筋,mao'jin
茅口组,mao'kou'zu
锚块,mao'kuai
毛乱石,mao'luan'shi
毛毛雨,mao'mao'yu
茅莓悬钩子,mao'mei'xuan'gou'zi
毛泡桐,mao'pao'tong
锚喷,mao'pen
毛坯,mao'pi
毛片儿,mao'pian'er
毛渠,mao'qu
锚入,mao'ru
毛蕊花,mao'rui'hua
锚室,mao'shi
帽石,mao'shi
毛石,mao'shi
毛刷,mao'shua
锚栓,mao'shuan
毛坦岗,mao'tan'gang
毛坦港,mao'tan'gang
锚头,mao'tou
猫尾木,mao'wei'mu
猫眼草,mao'yan'cao
猫眼贴面板,mao'yan'tie'mian'ban
贸易市场,mao'yi'shi'chang
贸易协定,mao'yi'xie'ding
毛樱桃,mao'ying'tao
铆足力气,mao'zu'li'qi
酶电极,mei'dian'ji
镁橄榄石瓷,mei'gan'lan'shi'ci
酶工程,mei'gong'cheng
玫瑰白麻,mei'gui'bai'ma
玫瑰黄,mei'gui'huang
玫瑰米黄,mei'gui'mi'huang
美后,mei'hou
煤核,mei'hu
梅花草,mei'hua'cao
梅花绿,mei'hua'lv
镁及镁锭,mei'ji'mei'ding
霉菌试验,mei'jun'shi'yan
美利坚白麻,mei'li'jian'bai'ma
美利坚红,mei'li'jian'hong
眉脸,mei'lian
酶敏感器,mei'min'gan'qi
美女樱,mei'nv'ying
美容器具,mei'rong'qi'ju
美蕊花,mei'rui'hua
美术水磨石,mei'shu'shui'mo'shi
梅雨,mei'yu
每增,mei'zeng
门窗材,men'chuang'cai
门窗五金,men'chuang'wu'jin
门窗一览表,men'chuang'yi'lan'biao
门磁报警,men'ci'bao'jing
门洞,men'dong
门夹窗,men'jia'chuang
门禁控制器,men'jin'kong'zhi'qi
门控积分器,men'kong'ji'fen'qi
门框,men'kuang
门框墙,men'kuang'qiang
门楣,men'mei
门碰,men'peng
门式刚架,men'shi'gang'jia
门厅,men'ting
门厅前踏步,men'ting'qian'ta'bu
蒙古气旋,meng'gu'qi'xuan
梦幻白,meng'huan'bai
梦幻金,meng'huan'jin
梦幻兰,meng'huan'lan
梦幻钻绿,meng'huan'zuan'lv
猛火炉,meng'huo'lu
梦已远,meng'yi'yuan
米白窿石,mi'bai'long'shi
迷彩石,mi'cai'shi
密度制约因子,mi'du'zhi'yue'yin'zi
密封,mi'feng
密封灌浆,mi'feng'guan'jiang
密封性试验,mi'feng'xing'shi'yan
猕猴桃,mi'hou'tao
猕猴桃科,mi'hou'tao'ke
米黄石,mi'huang'shi
米黄玉,mi'huang'yu
密集多路通信,mi'ji'duo'lu'tong'xin
米勒区,mi'le'qu
密码,mi'ma
迷你瘦身车,mi'ni'shou'shen'che
靡然,mi'ran
密生作物,mi'sheng'zuo'wu
密实度,mi'shi'du
泌水,mi'shui
密斯黄,mi'si'huang
蜜桃红,mi'tao'hong
密钥分级结构,mi'yao'fen'ji'jie'gou
面版,mian'ban
面板堆石坝,mian'ban'dui'shi'ba
面泵浦,mian'beng'pu
面层材料,mian'ceng'cai'liao
缅甸绿,mian'dian'lv
免费入口,mian'fei'ru'kou
面粉,mian'fen
面粉处理,mian'fen'chu'li
免耕,mian'geng
免狗,mian'gou
免火再煮锅,mian'huo'zai'zhu'guo
面积高程曲线,mian'ji'gao'cheng'qu'xian
面筋,mian'jin
面垒探测器,mian'lei'tan'ce'qi
面力,mian'li
面理,mian'li
面蚀,mian'shi
面石膏板,mian'shi'gao'ban
面涂,mian'tu
棉叶蝉,mian'ye'chan
免疫,mian'yi
免疫敏感器,mian'yi'min'gan'qi
面罩,mian'zhao
面阵,mian'zhen
面值,mian'zhi
面砖胶,mian'zhuan'jiao
描述函数,miao'shu'han'shu
描图,miao'tu
瞄准干扰,miao'zhun'gan'rao
灭火设备,mie'huo'she'bei
灭火系统,mie'huo'xi'tong
民办科技,min'ban'ke'ji
敏感元,min'gan'yuan
敏感作物,min'gan'zuo'wu
民用爆炸物品,min'yong'bao'zha'wu'pin
民用航空安全,min'yong'hang'kong'an'quan
民用剪,min'yong'jian
明袱,ming'fu
明杆式闸阀,ming'gan'shi'zha'fa
明管,ming'guan
明楼梯,ming'lou'ti
明设,ming'she
明挖法,ming'wa'fa
明线,ming'xian
明线布线,ming'xian'bu'xian
明装搬把开关,ming'zhuang'ban'ba'kai'guan
名状插销,ming'zhuang'cha'xiao
明装荧光灯,ming'zhuang'ying'guang'deng
明装荧光灯带,ming'zhuang'ying'guang'deng'dai
明装照明设备,ming'zhuang'zhao'ming'she'bei
磨刀棒,mo'dao'bang
耱地,mo'di
抹底层灰,mo'di'ceng'hui
抹滴水线,mo'di'shui'xian
末端,mo'duan
末端互投,mo'duan'hu'tou
末端设备,mo'duan'she'bei
莫尔模型,mo'er'mo'xing
魔法之战,mo'fa'zhi'zhan
蘑菇石,mo'gu'shi
模糊度,mo'hu'du
模糊函数,mo'hu'han'shu
模糊图,mo'hu'tu
模糊信息,mo'hu'xin'xi
抹灰饼,mo'hui'bing
抹灰顶棚,mo'hui'ding'peng
抹灰工,mo'hui'gong
抹灰厚度,mo'hui'hou'du
模间色散,mo'jian'se'san
抹角,mo'jiao
磨具磨料,mo'ju'mo'liao
墨卡托投影,mo'ka'tuo'tou'ying
磨块,mo'kuai
莫来石瓷,mo'lai'shi'ci
茉莉花,mo'li'hua
模量比,mo'liang'bi
墨绿麻,mo'lv'ma
抹面,mo'mian
模内色散,mo'nei'se'san
抹泥刀,mo'ni'dao
模拟交换,mo'ni'jiao'huan
模拟试验,mo'ni'shi'yan
模拟通信,mo'ni'tong'xin
模拟仪器,mo'ni'yi'qi
莫氏榄仁,mo'shi'lan'ren
模式噪声,mo'shi'zao'sheng
磨损,mo'sun
模体积,mo'ti'ji
摩托车轮胎,mo'tuo'che'lun'tai
墨线图,mo'xian'tu
模转换干扰,mo'zhuan'huan'gan'rao
模板,mu'ban
模板材,mu'ban'cai
木板墙,mu'ban'qiang
木板条吊顶,mu'ban'tiao'diao'ding
母本,mu'ben
目标捕获,mu'biao'bu'huo
目标电磁特征,mu'biao'dian'ci'te'zheng
目标起伏,mu'biao'qi'fu
目标区,mu'biao'qu
目标容量,mu'biao'rong'liang
目标散射矩阵,mu'biao'san'she'ju'zhen
目标闪烁,mu'biao'shan'shuo
目标识别,mu'biao'shi'bie
目标噪声,mu'biao'zao'sheng
目标照射雷达,mu'biao'zhao'she'lei'da
木材,mu'cai
木材工业,mu'cai'gong'ye
木材林,mu'cai'lin
木材消耗,mu'cai'xiao'hao
木材资源,mu'cai'zi'yuan
牧草减少,mu'cao'jian'shao
牡丹,mu'dan
木挡土板,mu'dang'tu'ban
木隔断,mu'ge'duan
木搁栅楼板,mu'ge'zha'lou'ban
木工刨,mu'gong'bao
木工刨刀,mu'gong'bao'dao
木工锉,mu'gong'cuo
木工斧,mu'gong'fu
木工工具,mu'gong'gong'ju
木工弹簧夹,mu'gong'tan'huang'jia
木工压紧器,mu'gong'ya'jin'qi
木工园锯机,mu'gong'yuan'ju'ji
木构件,mu'gou'jian
木构造,mu'gou'zao
木荷,mu'he
目黑,mu'hei
木桁架,mu'heng'jia
木护墙,mu'hu'qiang
木基层,mu'ji'ceng
木架砖墙房屋,mu'jia'zhuan'qiang'fang'wu
木结构体系,mu'jie'gou'ti'xi
母菊,mu'ju
模具制造,mu'ju'zhi'zao
牡蛎珍珠,mu'li'zhen'zhu
木龙骨楼板,mu'long'gu'lou'ban
木楼板,mu'lou'ban
母螺纹,mu'luo'wen
木门框,mu'men'kuang
目前唉,mu'qian'ai
幕墙,mu'qiang
幕墙胶,mu'qiang'jiao
目视飞行规则,mu'shi'fei'xing'gui'ze
木踢脚板,mu'ti'jiao'ban
木贴,mu'tie
木望板,mu'wang'ban
木纹黄,mu'wen'huang
木纹米黄,mu'wen'mi'huang
木纹面防火板,mu'wen'mian'fang'huo'ban
木纹砂岩,mu'wen'sha'yan
木纹紫砂岩,mu'wen'zi'sha'yan
木屋顶,mu'wu'ding
木樨科,mu'xi'ke
木樨榄,mu'xi'lan
母线保护,mu'xian'bao'hu
母线管道,mu'xian'guan'dao
母线连接,mu'xian'lian'jie
墓穴,mu'xue
木油桐,mu'you'tong
木制脚手架,mu'zhi'jiao'shou'jia
钠灯光,na'deng'guang
钠光,na'guang
娜娟红,na'juan'hong
纳米交联,na'mi'jiao'lian
拿破仑金,na'po'lun'jin
纳税,na'shui
耐旱作物,nai'han'zuo'wu
耐火材料,nai'huo'cai'liao
耐火吊顶,nai'huo'diao'ding
耐火顶棚,nai'huo'ding'peng
耐火混凝土,nai'huo'hun'ning'tu
耐火结构,nai'huo'jie'gou
耐火楼梯,nai'huo'lou'ti
耐火时限,nai'huo'shi'xian
耐火试验,nai'huo'shi'yan
耐火塑料,nai'huo'su'liao
耐火填料,nai'huo'tian'liao
耐火涂料,nai'huo'tu'liao
耐火植草砖,nai'huo'zhi'cao'zhuan
耐久寿命,nai'jiu'shou'ming
耐久系数,nai'jiu'xi'shu
耐久性试验,nai'jiu'xing'shi'yan
奈奎斯特判据,nai'kui'si'te'pan'ju
奈奎斯特速率,nai'kui'si'te'su'lv
奈奎斯特图,nai'kui'si'te'tu
耐热玻璃,nai're'bo'li
耐热蔬菜,nai're'shu'cai
耐湿期,nai'shi'qi
耐水胶粘剂,nai'shui'jiao'zhan'ji
耐水腻子,nai'shui'ni'zi
耐水粘合剂,nai'shui'nian'he'ji
耐酸缸瓦器,nai'suan'gang'wa'qi
耐酸面板,nai'suan'mian'ban
耐酸水泥砂浆,nai'suan'shui'ni'sha'jiang
耐酸陶瓷,nai'suan'tao'ci
耐酸陶瓷制品,nai'suan'tao'ci'zhi'pin
耐盐作物,nai'yan'zuo'wu
奶油金麻,nai'you'jin'ma
奶油砂石,nai'you'sha'shi
耐张,nai'zhang
耐张段,nai'zhang'duan
耐渍性,nai'zi'xing
南非半边莲,nan'fei'ban'bian'lian
南桂,nan'gui
南津关组,nan'jin'guan'zu
南美梨,nan'mei'li
南泉镇,nan'quan'zhen
难燃材料,nan'ran'cai'liao
南山茶,nan'shan'cha
南山青,nan'shan'qing
南天竺,nan'tian'zhu
南阳楹,nan'yang'ying
脑磁描记术,nao'ci'miao'ji'shu
脑电描记术,nao'dian'miao'ji'shu
脑功能仪,nao'gong'neng'yi
内标准化,nei'biao'zhun'hua
内存注册机,nei'cun'zhu'ce'ji
内额,nei'e
内海水面波动,nei'hai'shui'mian'bo'dong
内接,nei'jie
内力,nei'li
内力重分布,nei'li'chong'fen'bu
内力重分配,nei'li'chong'fen'pei
内六角扳手,nei'liu'jiao'ban'shou
内陆湖,nei'lu'hu
内摩擦角,nei'mo'ca'jiao
内排水,nei'pai'shui
内排水系统,nei'pai'shui'xi'tong
内气体探测器,nei'qi'ti'tan'ce'qi
内墙,nei'qiang
内墙釉面砖,nei'qiang'you'mian'zhuan
内墙专用腻子,nei'qiang'zhuan'yong'ni'zi
内外勾结,nei'wai'gou'jie
内外呼应,nei'wai'hu'ying
内烟道,nei'yan'dao
内营力,nei'ying'li
内运,nei'yun
内装修工程,nei'zhuang'xiu'gong'cheng
能不能访问,neng'bu'neng'fang'wen
能动断层,neng'dong'duan'ceng
能工作时间,neng'gong'zuo'shi'jian
能量刻度,neng'liang'ke'du
能流物流分析,neng'liu'wu'liu'fen'xi
能使该问题,neng'shi'gai'wen'ti
能源材料费,neng'yuan'cai'liao'fei
泥饼产率,ni'bing'chan'lv
拟布设,ni'bu'she
逆冲断层,ni'chong'duan'ceng
泥刀,ni'dao
泥道栱,ni'dao'gong
逆断层,ni'duan'ceng
匿伏,ni'fu
泥夹层,ni'jia'ceng
泥浆,ni'jiang
泥晶灰岩,ni'jing'hui'yan
逆流继电器,ni'liu'ji'dian'qi
逆流式冷却塔,ni'liu'shi'leng'que'ta
逆流再生,ni'liu'zai'sheng
尼龙帽,ni'long'mao
尼罗红,ni'luo'hong
逆滤波器,ni'lv'bo'qi
泥沙采样器,ni'sha'cai'yang'qi
泥沙输移比,ni'sha'shu'yi'bi
泥石流,ni'shi'liu
逆式塔康,ni'shi'ta'kang
铌酸钡钠,ni'suan'bei'na
铌酸钡锶,ni'suan'bei'si
铌酸盐系陶瓷,ni'suan'yan'xi'tao'ci
铌钽酸钾,ni'tan'suan'jia
泥炭沼,ni'tan'zhao
泥炭质土,ni'tan'zhi'tu
逆信道,ni'xin'dao
逆增益干扰,ni'zeng'yi'gan'rao
泥沼地,ni'zhao'di
逆止阀,ni'zhi'fa
泥质粉砂结构,ni'zhi'fen'sha'jie'gou
腻子,ni'zi
年报,nian'bao
年报中,nian'bao'zhong
辇道,nian'dao
年俸,nian'feng
粘附概率,nian'fu'gai'lv
年间,nian'jian
粘结处理,nian'jie'chu'li
粘结磁体,nian'jie'ci'ti
年金,nian'jin
年景预报,nian'jing'yu'bao
粘聚力,nian'ju'li
捻口,nian'kou
年轮,nian'lun
粘土,nian'tu
粘土脊瓦,nian'tu'ji'wa
粘土心墙,nian'tu'xin'qiang
碾压,nian'ya
碾压混凝土,nian'ya'hun'ning'tu
粘质粉土,nian'zhi'fen'tu
粘滞流,nian'zhi'liu
粘质砂土,nian'zhi'sha'tu
粘质土,nian'zhi'tu
鸟巢蕨,niao'chao'jue
鸟桕,niao'jiu
鸟瞰透视图,niao'kan'tou'shi'tu
茑萝,niao'luo
镍铬,nie'ge
镍铬合金,nie'ge'he'jin
啮合力,nie'he'li
凝结水箱,ning'jie'shui'xiang
凝聚沉淀,ning'ju'chen'dian
柠檬,ning'meng
扭波导,niu'bo'dao
牛轭湖,niu'e'hu
扭面,niu'mian
牛奶喝,niu'nai'he
牛皮显,niu'pi'xian
扭坡,niu'po
扭曲,niu'qu
扭曲向列模式,niu'qu'xiang'lie'mo'shi
牛头刨床,niu'tou'bao'chuang
农场,nong'chang
农历,nong'li
农渠,nong'qu
浓缩倍数,nong'suo'bei'shu
农用分流计,nong'yong'fen'liu'ji
农用机械,nong'yong'ji'xie
农用品,nong'yong'pin
农用五金,nong'yong'wu'jin
农用智能仪表,nong'yong'zhi'neng'yi'biao
奴隶主义,nu'li'zhu'yi
暖流,nuan'liu
暖棚栽培,nuan'peng'zai'pei
暖气管沟,nuan'qi'guan'gou
暖气管盘,nuan'qi'guan'pan
暖气设备,nuan'qi'she'bei
暖气总管,nuan'qi'zong'guan
挪城,nuo'cheng
挪城水库,nuo'cheng'shui'ku
挪威红,nuo'wei'hong
女皇白,nv'huang'bai
钕晶体激光器,nv'jing'ti'ji'guang'qi
耦合电路,ou'he'dian'lu
耦合电容器,ou'he'dian'rong'qi
耦合腔技术,ou'he'qiang'ji'shu
耦合腔慢波线,ou'he'qiang'man'bo'xian
欧李,ou'li
欧姆加热,ou'mu'jia're
偶偏,ou'pian
偶然偏心,ou'ran'pian'xin
偶然失效期,ou'ran'shi'xiao'qi
爬电距离,pa'dian'ju'li
帕尔马,pa'er'ma
爬梯,pa'ti
帕邢曲线,pa'xing'qu'xian
排风竖井,pai'feng'shu'jing
排架桩墩,pai'jia'zhuang'dun
派克米黄,pai'ke'mi'huang
排气,pai'qi
排气阀,pai'qi'fa
排气井,pai'qi'jing
排趋性,pai'qu'xing
排砂孔,pai'sha'kong
排水阀井,pai'shui'fa'jing
排水沟,pai'shui'gou
排水孔,pai'shui'kong
排水棱体,pai'shui'leng'ti
排水砂垫层,pai'shui'sha'dian'ceng
排水体,pai'shui'ti
排水制度,pai'shui'zhi'du
排土场平面图,pai'tu'chang'ping'mian'tu
排污,pai'wu
排中间,pai'zhong'jian
排桩,pai'zhuang
拍桌打凳,pai'zhuo'da'deng
判别函数,pan'bie'han'shu
盘堵,pan'du
盘架子,pan'jia'zi
判离,pan'li
潘尼管,pan'ni'guan
潘宁真空计,pan'ning'zhen'kong'ji
蟠桃,pan'tao
攀西兰,pan'xi'lan
潘晓丽,pan'xiao'li
潘孝忠,pan'xiao'zhong
盘鹰,pan'ying
潘勇,pan'yong
潘友宏,pan'you'hong
旁瓣对消,pang'ban'dui'xiao
旁瓣消隐,pang'ban'xiao'yin
旁侧入流,pang'ce'ru'liu
庞建辉,pang'jian'hui
旁流,pang'liu
旁流过滤,pang'liu'guo'lv
旁流水处理,pang'liu'shui'chu'li
旁压试验,pang'ya'shi'yan
跑道视距,pao'dao'shi'ju
泡沸,pao'fei
跑官,pao'guan
抛光,pao'guang
抛光粉,pao'guang'fen
抛光刷,pao'guang'shua
泡径,pao'jing
泡克耳斯盒,pao'ke'er'si'he
泡迁移率,pao'qian'yi'lv
抛舍,pao'she
抛石,pao'shi
抛石护坡,pao'shi'hu'po
抛石挤於,pao'shi'ji'yu
刨土机,pao'tu'ji
炮位侦察雷达,pao'wei'zhen'cha'lei'da
炮仗花,pao'zhang'hua
抛掷爆破,pao'zhi'bao'po
配电,pei'dian
配电变电站,pei'dian'bian'dian'zhan
配电电缆,pei'dian'dian'lan
配电柜,pei'dian'gui
配电室,pei'dian'shi
配电系统图,pei'dian'xi'tong'tu
配电箱,pei'dian'xiang
配电中心,pei'dian'zhong'xin
配购,pei'gou
配箍,pei'gu
配箍率,pei'gu'lv
配箍特征值,pei'gu'te'zheng'zhi
配合比,pei'he'bi
配合比应,pei'he'bi'ying
陪集首,pei'ji'shou
陪假,pei'jia
胚嫁接,pei'jia'jie
配料秤,pei'liao'cheng
配时,pei'shi
配水点,pei'shui'dian
配套器材,pei'tao'qi'cai
配套项目,pei'tao'xiang'mu
陪泳,pei'yong
培育强健树苗,pei'yu'qiang'jian'shu'miao
培育树苗,pei'yu'shu'miao
配制,pei'zhi
喷播,pen'bo
喷播植草,pen'bo'zhi'cao
喷灌,pen'guan
喷浆,pen'jiang
喷锚,pen'mao
喷漆,pen'qi
喷漆车间,pen'qi'che'jian
喷洒泵,pen'sa'beng
喷砂,pen'sha
喷砂枪,pen'sha'qiang
盆式橡胶支座,pen'shi'xiang'jiao'zhi'zuo
喷水口,pen'shui'kou
喷水灭火系统,pen'shui'mie'huo'xi'tong
喷水枪,pen'shui'qiang
喷水系统,pen'shui'xi'tong
喷头,pen'tou
喷涂塑料饰面,pen'tu'su'liao'shi'mian
喷雾器,pen'wu'qi
棚顶内管线,peng'ding'nei'guan'xian
篷帆,peng'fan
彭凤,peng'feng
膨化,peng'hua
彭荆生,peng'jing'sheng
蟛蜞菊,peng'qi'ju
碰头,peng'tou
捧星,peng'xing
膨胀水泥,peng'zhang'shui'ni
膨胀水泥接口,peng'zhang'shui'ni'jie'kou
膨胀土,peng'zhang'tu
碰珠,peng'zhu
碰撞,peng'zhuang
碰撞展宽,peng'zhuang'zhan'kuan
皮层电描记术,pi'ceng'dian'miao'ji'shu
皮带,pi'dai
皮带传送,pi'dai'chuan'song
批复函,pi'fu'han
疲懒,pi'lan
辟荔,pi'li
痞里痞气,pi'li'pi'qi
批量,pi'liang
劈裂试验,pi'lie'shi'yan
劈裂注浆,pi'lie'zhu'jiang
皮棉,pi'mian
枇杷,pi'pa
匹配,pi'pei
匹配变压器,pi'pei'bian'ya'qi
匹配模板,pi'pei'mu'ban
皮氏计,pi'shi'ji
皮纹防火板,pi'wen'fang'huo'ban
批下来吧,pi'xia'lai'ba
偏磁,pian'ci
片理,pian'li
偏离指示器,pian'li'zhi'shi'qi
片流,pian'liu
片商,pian'shang
片蚀,pian'shi
片式电感器,pian'shi'dian'gan'qi
片式电容器,pian'shi'dian'rong'qi
片式电阻器,pian'shi'dian'zu'qi
片石混凝土,pian'shi'hun'ning'tu
片式元件,pian'shi'yuan'jian
偏心对齐,pian'xin'dui'qi
偏移,pian'yi
偏振分集,pian'zhen'fen'ji
偏转后加速,pian'zhuan'hou'jia'su
偏转畸变,pian'zhuan'ji'bian
片状构造,pian'zhuang'gou'zao
片状流,pian'zhuang'liu
票币销毁制度,piao'bi'xiao'hui'zhi'du
瓢虫,piao'chong
飘滴,piao'di
票房毒药,piao'fang'du'yao
票房收入,piao'fang'shou'ru
票汇结算,piao'hui'jie'suan
漂移空间,piao'yi'kong'jian
漂移速调管,piao'yi'su'diao'guan
频带参差,pin'dai'cen'ci
频带倒置,pin'dai'dao'zhi
频分多址,pin'fen'duo'zhi
频分复用,pin'fen'fu'yong
频分遥测,pin'fen'yao'ce
频分指令,pin'fen'zhi'ling
拼花地板,pin'hua'di'ban
拼花地板块,pin'hua'di'ban'kuai
拼花地面,pin'hua'di'mian
频率变换,pin'lv'bian'huan
频率存储,pin'lv'cun'chu
频率分集,pin'lv'fen'ji
频率分集雷达,pin'lv'fen'ji'lei'da
频率捷变,pin'lv'jie'bian
频率捷变雷达,pin'lv'jie'bian'lei'da
频率去相关,pin'lv'qu'xiang'guan
频率上转换,pin'lv'shang'zhuan'huan
频率跳变,pin'lv'tiao'bian
频偏表,pin'pian'biao
频谱纯度,pin'pu'chun'du
频扫雷达,pin'sao'lei'da
频数直方图,pin'shuo'zhi'fang'tu
频域测量,pin'yu'ce'liang
频域均衡器,pin'yu'jun'heng'qi
品质育种,pin'zhi'yu'zhong
品种纯度,pin'zhong'chun'du
品种登记,pin'zhong'deng'ji
品种鉴定,pin'zhong'jian'ding
品种间杂交,pin'zhong'jian'za'jiao
品种间杂种,pin'zhong'jian'za'zhong
品种区域化,pin'zhong'qu'yu'hua
平板,ping'ban
平板枋,ping'ban'fang
平板显示,ping'ban'xian'shi
屏蔽层,ping'bi'ceng
屏蔽墙,ping'bi'qiang
屏蔽天线,ping'bi'tian'xian
屏蔽系数,ping'bi'xi'shu
平仓,ping'cang
平尺板,ping'chi'ban
平带电压,ping'dai'dian'ya
平方公分,ping'fang'gong'fen
平方米,ping'fang'mi
平方米预算价,ping'fang'mi'yu'suan'jia
平傅,ping'fu
平衡剖面,ping'heng'pou'mian
平衡载流子,ping'heng'zai'liu'zi
平距,ping'ju
平均潮位,ping'jun'chao'wei
平均稠度,ping'jun'chou'du
平均发展速度,ping'jun'fa'zhan'su'du
平均负荷,ping'jun'fu'he
平均功率计,ping'jun'gong'lv'ji
平均海平面,ping'jun'hai'ping'mian
平均检出质量,ping'jun'jian'chu'zhi'liang
平均日供水,ping'jun'ri'gong'shui
